employee_id,department,role,seniority_years,total_weekly_hours,overtime_hours,daily_meeting_volume,days_since_last_vacation,sick_leave_days_6m,self_reported_stress,motivation_level,burnout_risk
E0714,Marketing,Lead,1.3,39.8,6.7,1.6,123,1,3,4,Low
E0715,Operations,Mid,1.8,46.1,2.4,2.8,120,0,3,4,Low
E0716,IT,Senior,5.3,47.3,4.5,1.6,125,5,3,4,Low
E0717,Finance,Mid,1.6,46.4,6.2,3.3,198,4,4,3,Medium
E0718,IT,Senior,4.7,43.5,8.1,4.0,188,4,4,3,Medium
E0719,Finance,Senior,1.9,55.5,12.9,2.3,104,3,3,4,Low
E0720,Marketing,Lead,0.8,47.2,10.7,3.4,194,3,3,2,Medium
E0721,HR,Junior,5.8,42.5,4.6,0.7,184,2,2,3,Low
E0722,Sales,Junior,2.6,47.1,4.0,2.6,192,3,4,3,Medium
E0723,IT,Senior,5.0,49.7,10.0,2.1,148,2,3,2,Medium
E0724,Marketing,Senior,0.8,53.8,9.4,1.6,150,4,4,3,High
E0725,IT,Mid,0.3,50.0,11.9,1.9,133,1,5,3,Medium
E0726,IT,Junior,3.9,44.5,7.6,1.3,134,2,3,4,Low
E0727,IT,Mid,1.3,48.6,13.3,1.8,286,3,5,2,High
E0728,IT,Lead,3.8,43.8,12.0,3.8,152,1,5,3,High
E0729,HR,Junior,3.9,44.2,6.7,1.1,86,1,3,3,Low
E0730,HR,Mid,3.5,45.0,2.5,3.5,129,2,4,3,Medium
E0731,Sales,Manager,7.3,45.2,4.7,2.7,171,4,5,3,Medium
E0732,IT,Junior,4.6,47.0,9.1,3.0,203,5,5,3,High
E0733,IT,Senior,11.5,47.5,13.4,1.7,94,1,3,3,Low
E0734,Sales,Mid,2.7,48.6,10.3,2.5,252,3,4,2,High
E0735,IT,Lead,1.1,53.8,13.7,2.6,188,4,5,2,High
E0736,Operations,Senior,2.0,47.0,7.6,2.2,236,2,4,3,Medium
E0737,IT,Lead,2.8,47.2,8.8,3.6,58,5,3,3,Low
E0738,Sales,Junior,12.1,44.7,9.2,3.3,215,0,4,3,Medium
E0739,Sales,Mid,3.7,50.1,9.7,3.5,72,1,5,3,Medium
E0740,Sales,Senior,7.4,36.1,7.3,2.6,106,3,3,3,Low
E0741,IT,Mid,2.5,51.6,13.4,2.2,200,2,4,3,High
E0742,IT,Mid,2.2,51.7,5.5,1.5,66,0,2,4,Low
E0743,Operations,Junior,0.7,38.4,4.2,0.9,80,4,3,5,Low
E0744,IT,Manager,11.8,54.8,19.5,2.4,96,2,5,3,High
E0745,HR,Senior,9.1,47.3,9.5,2.1,183,1,4,4,Low
E0746,HR,Senior,4.2,41.9,4.6,2.7,74,0,3,3,Low
E0747,Sales,Senior,2.9,51.3,10.6,1.4,142,1,3,2,Medium
E0748,Sales,Mid,3.8,48.0,8.6,2.5,151,4,5,3,High
E0749,Operations,Mid,1.0,40.0,0.0,3.3,121,2,3,5,Low
E0750,Operations,Mid,5.0,45.1,3.9,3.0,128,1,3,4,Medium
E0751,Sales,Senior,8.6,47.2,9.3,2.5,140,2,4,4,Medium
E0752,Sales,Junior,8.9,53.6,5.6,1.0,52,3,4,2,Medium
E0753,IT,Lead,0.8,50.6,13.0,3.4,126,3,5,3,High
E0754,HR,Lead,7.4,49.9,12.0,1.1,158,2,5,3,High
E0755,Finance,Mid,1.0,39.0,5.7,3.0,120,3,3,3,Medium
E0756,IT,Senior,0.3,43.0,6.3,2.3,121,3,3,4,Low
E0757,Sales,Junior,7.6,49.7,8.3,3.6,86,1,4,4,Medium
E0758,Marketing,Manager,2.3,43.0,9.2,1.9,147,2,4,3,Medium
E0759,IT,Lead,6.9,42.4,11.4,3.7,159,4,5,3,High
E0760,HR,Manager,6.4,45.6,7.3,3.2,100,2,3,4,Low
E0761,Operations,Mid,5.9,57.1,16.5,1.8,224,6,5,1,High
E0762,IT,Junior,3.7,39.6,0.0,0.6,225,4,2,4,Low
E0763,IT,Junior,1.1,43.7,6.4,2.2,133,1,4,3,Medium
E0764,IT,Junior,2.8,40.5,8.0,2.2,83,2,4,4,Low
E0765,Marketing,Junior,9.0,42.8,2.4,3.1,53,2,3,5,Low
E0766,IT,Junior,7.0,51.0,11.6,2.5,125,5,4,2,High
E0767,IT,Manager,2.9,47.5,16.3,2.8,164,2,5,2,High
E0768,IT,Junior,2.9,49.3,7.8,0.9,73,2,3,3,Low
E0769,IT,Junior,5.5,47.5,6.9,0.6,99,3,3,3,Medium
E0770,Finance,Lead,4.0,50.8,9.6,4.2,200,5,5,3,High
E0771,IT,Senior,3.0,49.5,10.1,1.9,41,2,3,3,Low
E0772,Finance,Senior,5.2,48.2,8.2,3.7,136,1,4,4,Medium
E0773,Finance,Senior,5.1,47.4,7.7,2.9,88,0,4,4,Low
E0774,Operations,Lead,2.1,51.5,11.5,3.3,130,4,4,3,Medium
E0775,IT,Senior,4.6,45.1,13.5,2.3,272,3,5,1,High
E0776,Operations,Mid,4.9,37.1,2.6,2.6,107,3,3,5,Low
E0777,Finance,Senior,3.5,40.8,4.3,2.5,102,3,3,5,Low
E0778,IT,Mid,1.9,40.8,2.0,1.8,155,2,2,5,Low
E0779,Operations,Mid,2.7,49.7,11.0,2.7,158,2,5,3,High
E0780,Operations,Mid,1.6,47.4,8.5,2.0,136,3,3,3,Medium
E0781,IT,Junior,4.7,51.1,10.0,1.1,146,4,3,2,Medium
E0782,Marketing,Lead,0.8,46.1,3.8,3.5,212,5,4,3,Medium
E0783,HR,Mid,9.7,46.4,11.6,2.0,194,1,5,3,High
E0784,Finance,Junior,8.4,43.2,3.6,2.1,100,1,2,4,Low
E0785,Marketing,Mid,4.9,42.9,7.2,1.7,254,3,4,4,Medium
E0786,Sales,Lead,6.7,50.7,14.4,2.5,121,1,5,2,High
E0787,Operations,Mid,6.4,43.4,3.6,3.5,120,1,3,4,Low
E0788,Sales,Senior,4.0,35.3,7.3,4.2,124,2,4,3,Low
E0789,Operations,Lead,3.1,55.9,11.2,3.7,116,5,3,2,High
E0790,Finance,Junior,2.8,55.5,17.4,1.4,274,4,4,2,High
E0791,IT,Senior,9.9,47.3,11.7,2.3,122,2,4,3,Medium
E0792,Sales,Mid,1.8,57.1,14.4,3.7,127,5,5,2,High
E0793,Sales,Junior,1.8,48.1,11.8,1.9,211,5,3,3,Medium
E0794,IT,Senior,7.1,49.7,12.0,2.0,95,5,4,3,Medium
E0795,IT,Lead,6.7,44.6,8.0,4.5,69,1,3,4,Low
E0796,Sales,Mid,3.0,54.5,12.2,2.5,133,3,4,2,High
E0797,IT,Senior,5.3,42.9,4.5,3.9,69,3,5,4,Low
E0798,IT,Mid,5.8,52.6,15.4,1.0,105,1,4,3,Medium
E0799,Operations,Senior,1.1,51.1,9.8,2.9,49,2,4,3,Low
E0800,Operations,Senior,8.7,41.3,0.0,4.2,24,1,3,5,Low
E0801,Operations,Senior,5.8,45.6,7.6,2.5,47,1,3,4,Low
E0802,Sales,Senior,5.0,52.8,12.1,2.7,279,1,5,3,High
E0803,Marketing,Junior,5.9,50.9,4.6,0.8,36,3,3,3,Low
E0804,Finance,Senior,4.6,49.8,11.4,3.4,90,3,5,4,Medium
E0805,IT,Senior,3.4,45.7,7.1,1.9,109,6,4,3,Medium
E0806,IT,Senior,4.0,44.4,5.3,2.4,154,2,3,3,Medium
E0807,Operations,Junior,1.0,48.5,6.2,0.7,170,2,3,3,Low
E0808,IT,Mid,12.5,45.2,9.1,3.3,88,0,4,3,Low
E0809,HR,Mid,3.3,41.2,3.1,3.0,116,2,3,3,Low
E0810,Marketing,Junior,12.4,43.4,10.4,1.7,120,4,4,3,Medium
E0811,IT,Junior,4.1,39.7,4.6,0.8,121,0,2,5,Low
E0812,IT,Mid,2.2,46.4,10.3,3.3,143,2,5,2,High
E0813,Marketing,Senior,8.6,46.1,8.3,2.2,154,2,4,3,Medium
E0814,Finance,Mid,4.9,45.5,0.8,1.2,73,1,2,5,Low
E0815,IT,Lead,15.5,46.6,6.7,1.6,216,0,4,3,Medium
E0816,Marketing,Senior,2.2,43.3,8.0,2.0,286,7,4,3,High
E0817,Operations,Senior,8.8,51.2,16.9,1.3,136,4,5,2,High
E0818,HR,Mid,9.1,49.2,6.8,1.6,330,6,4,2,High
E0819,Finance,Mid,6.2,43.0,0.1,2.7,74,1,3,4,Low
E0820,Sales,Senior,9.2,39.6,0.0,2.6,107,0,3,3,Low
E0821,IT,Manager,3.4,51.2,15.9,3.6,140,2,5,2,High
E0822,Finance,Mid,1.8,48.3,6.6,1.5,124,1,3,4,Low
E0823,Sales,Mid,2.4,46.9,12.6,2.6,222,6,4,3,High
E0824,Finance,Senior,3.9,44.8,5.0,4.0,105,1,4,5,Low
E0825,Operations,Senior,6.4,54.8,10.4,2.2,82,0,4,4,Medium
E0826,IT,Junior,1.9,49.5,11.4,2.0,96,0,4,2,Medium
E0827,Finance,Mid,2.8,41.4,5.2,0.8,106,0,4,3,Low
E0828,IT,Mid,2.1,46.7,7.3,3.3,130,5,4,4,Medium
E0829,Operations,Manager,7.2,47.6,11.6,2.9,99,4,4,4,Medium
E0830,IT,Mid,12.3,44.5,11.2,2.9,88,3,4,4,Low
E0831,Finance,Mid,1.5,47.3,6.9,2.0,137,3,3,3,Medium
E0832,Finance,Manager,5.5,55.1,14.9,3.8,150,2,5,2,High
E0833,Sales,Mid,7.8,43.7,6.2,3.1,184,1,5,3,Medium
E0834,Finance,Junior,3.2,38.9,0.7,1.3,72,2,3,4,Low
E0835,Operations,Junior,1.0,48.4,14.4,2.6,181,3,5,3,Medium
E0836,Finance,Junior,8.5,42.0,3.6,1.1,101,1,3,4,Low
E0837,Operations,Junior,1.0,41.3,4.2,2.3,87,1,4,4,Low
E0838,Marketing,Mid,10.2,41.6,6.2,1.8,109,5,3,3,Low
E0839,Sales,Senior,2.0,53.2,9.8,3.2,123,3,4,3,Medium
E0840,HR,Senior,0.8,44.6,4.5,2.1,58,0,3,4,Low
E0841,IT,Junior,2.5,47.7,7.9,1.7,72,2,4,3,Medium
E0842,Operations,Senior,3.6,49.4,8.8,1.6,175,2,3,2,Medium
E0843,HR,Junior,4.2,45.3,4.2,1.9,94,1,3,5,Low
E0844,Sales,Manager,5.8,40.4,2.6,3.8,121,2,3,3,Low
E0845,IT,Junior,4.5,53.0,15.5,1.3,188,3,4,3,High
E0846,Operations,Senior,11.7,45.6,8.4,2.5,116,2,3,2,Medium
E0847,Sales,Mid,3.5,49.3,10.3,2.7,165,4,5,2,High
E0848,Finance,Senior,4.7,43.0,3.0,2.0,110,2,3,4,Low
E0849,IT,Mid,4.4,44.2,7.1,2.0,124,0,3,4,Low
E0850,Marketing,Senior,0.7,39.9,5.3,1.7,205,0,3,3,Medium
E0851,IT,Mid,1.3,52.2,14.9,4.0,133,3,5,3,High
E0852,IT,Lead,3.9,46.8,9.7,3.8,192,3,5,3,High
E0853,Operations,Mid,5.1,42.4,10.5,2.3,62,1,3,3,Low
E0854,Marketing,Senior,0.4,45.5,5.4,3.4,127,2,3,3,Medium
E0855,IT,Lead,12.0,50.8,10.2,1.4,238,3,5,3,High
E0856,HR,Manager,5.4,53.2,7.5,1.3,340,6,3,2,High
E0857,Operations,Junior,3.7,47.8,11.6,1.4,72,2,4,5,Low
E0858,Operations,Mid,5.3,37.9,0.0,1.0,80,3,2,4,Low
E0859,Sales,Mid,2.4,38.4,2.7,2.4,61,3,3,4,Low
E0860,HR,Mid,4.3,40.1,0.0,2.3,92,1,3,4,Low
E0861,Operations,Senior,4.8,43.9,4.6,3.2,173,2,5,5,Medium
E0862,Operations,Manager,8.6,43.9,8.3,2.4,211,5,3,2,Medium
E0863,Operations,Manager,3.3,43.1,5.0,3.6,209,1,5,4,Medium
E0864,Finance,Mid,1.0,36.9,4.1,2.1,49,1,1,4,Low
E0865,IT,Senior,1.8,44.2,2.4,2.8,109,0,4,3,Low
E0866,Marketing,Lead,3.1,41.6,5.4,2.6,86,0,2,3,Low
E0867,Operations,Manager,1.1,52.8,16.3,4.4,135,3,5,2,High
E0868,Operations,Junior,1.6,41.9,8.1,1.6,98,4,3,3,Low
E0869,IT,Mid,1.8,45.7,9.7,3.5,59,1,5,4,Medium
E0870,IT,Lead,2.9,45.2,8.0,2.4,220,3,5,4,Medium
E0871,Operations,Mid,5.4,40.6,1.4,2.7,66,2,2,4,Low
E0872,IT,Mid,2.8,44.5,4.4,2.1,84,2,3,3,Medium
E0873,Marketing,Manager,5.6,52.3,10.3,3.0,254,2,4,2,High
E0874,Sales,Manager,3.7,54.4,15.5,4.3,79,3,5,2,High
E0875,Operations,Lead,1.6,53.9,14.1,2.8,162,4,5,2,High
E0876,Operations,Lead,4.9,54.5,13.0,0.9,212,6,4,2,High
E0877,Sales,Mid,4.3,45.3,5.0,0.1,222,0,3,4,Low
E0878,Sales,Mid,5.7,46.0,8.1,3.6,145,6,4,4,High
E0879,Finance,Senior,6.6,48.4,7.2,3.5,168,4,4,3,Medium
E0880,Finance,Senior,8.8,49.0,7.7,4.0,198,0,4,2,High
E0881,Sales,Mid,5.5,54.6,16.1,2.5,145,2,4,3,High
E0882,Finance,Senior,4.2,36.4,1.5,1.5,61,3,2,5,Low
E0883,Marketing,Mid,5.8,41.6,5.6,1.8,236,5,5,3,High
E0884,HR,Senior,2.6,47.5,10.8,2.5,175,1,4,3,Medium
E0885,IT,Mid,2.4,44.4,3.1,1.3,110,2,3,4,Low
E0886,Sales,Mid,9.6,43.9,5.4,3.9,57,1,3,4,Medium
E0887,Sales,Junior,2.4,46.9,4.9,3.9,33,1,4,3,Low
E0888,IT,Junior,1.8,49.3,7.1,2.1,140,2,3,4,Low
E0889,IT,Lead,5.5,47.7,5.6,3.0,34,1,3,4,Low
E0890,Finance,Mid,2.6,50.8,9.4,1.1,132,5,4,4,Medium
E0891,Sales,Junior,6.6,44.3,9.7,3.4,96,0,3,3,Medium
E0892,Marketing,Senior,8.3,49.1,10.0,2.6,105,2,5,3,High
E0893,IT,Senior,2.1,43.4,7.0,2.3,210,3,5,3,Medium
E0894,IT,Junior,6.0,41.4,8.3,2.1,95,1,3,3,Low
E0895,Operations,Mid,2.3,41.8,3.9,1.6,117,1,2,4,Low
E0896,Operations,Junior,3.1,47.7,5.2,1.8,77,0,3,4,Low
E0897,Sales,Senior,4.7,55.7,18.1,1.8,166,1,4,2,High
E0898,IT,Mid,2.4,53.3,9.4,3.0,139,0,5,4,Medium
E0899,IT,Junior,4.4,42.7,3.2,1.6,112,1,3,5,Low
E0900,HR,Junior,3.3,50.3,4.2,2.6,185,8,4,3,High
E0901,HR,Senior,6.7,40.5,0.6,2.3,36,1,2,4,Low
E0902,IT,Junior,6.7,42.2,3.2,1.6,34,0,2,4,Low
E0903,IT,Lead,2.4,42.1,7.8,2.0,64,1,4,3,Low
E0904,HR,Junior,4.8,44.2,1.7,2.3,113,1,3,3,Low
E0905,Marketing,Senior,7.4,47.6,11.7,1.8,160,3,4,3,Medium
E0906,Finance,Mid,1.6,45.2,9.3,1.7,45,1,4,4,Low
E0907,HR,Mid,3.3,48.8,6.6,2.1,157,2,3,3,Medium
E0908,IT,Junior,4.6,45.9,3.6,1.8,257,1,3,3,Medium
E0909,IT,Lead,1.5,50.9,9.8,1.6,107,4,3,3,Medium
E0910,Sales,Lead,2.7,48.3,12.1,3.3,263,4,5,3,High
E0911,Operations,Junior,10.9,42.6,4.0,2.3,138,0,3,4,Low
E0912,Operations,Junior,2.4,43.7,5.4,1.4,225,2,4,2,High
E0913,Marketing,Lead,2.6,51.1,11.3,2.8,222,6,5,2,High
E0914,Marketing,Senior,5.5,49.6,6.6,2.6,106,0,3,5,Low
E0915,Marketing,Junior,1.3,45.9,6.4,1.6,176,2,2,3,Low
E0916,Marketing,Junior,3.4,55.2,11.9,0.9,112,2,5,3,Medium
E0917,IT,Senior,1.8,50.2,9.8,2.5,273,3,5,3,Medium
E0918,IT,Senior,4.4,51.3,15.2,3.3,134,3,5,1,High
E0919,Sales,Senior,0.1,51.6,11.7,2.1,166,2,4,3,Medium
E0920,Finance,Manager,3.9,48.8,5.1,3.0,284,2,3,3,Medium
E0921,IT,Mid,4.7,49.3,4.6,1.0,153,2,3,3,Low
E0922,Operations,Mid,2.7,46.5,4.2,2.9,93,1,4,3,Low
E0923,Finance,Mid,2.9,42.5,3.6,2.0,52,3,3,4,Low
E0924,HR,Mid,2.5,42.2,4.1,1.4,46,1,2,4,Low
E0925,IT,Junior,3.3,49.8,10.5,1.8,170,5,3,2,Medium
E0926,IT,Junior,9.7,55.2,13.0,0.7,130,4,4,2,Medium
E0927,IT,Mid,6.8,49.2,10.2,1.3,69,1,3,3,Low
E0928,Operations,Senior,3.3,46.8,7.2,1.3,174,2,5,4,Medium
E0929,Finance,Junior,2.7,39.7,0.0,0.8,150,2,2,3,Low
E0930,Operations,Mid,6.4,44.9,7.8,3.2,119,2,3,2,Medium
E0931,Sales,Senior,4.2,46.9,9.6,2.4,247,2,4,3,Medium
E0932,Sales,Senior,1.5,48.3,10.2,3.3,52,3,4,3,Medium
E0933,Sales,Senior,3.0,59.3,17.9,2.3,131,3,4,2,High
E0934,Operations,Lead,9.0,51.5,15.5,3.6,195,1,5,2,High
E0935,Operations,Senior,5.3,49.6,12.1,1.7,78,2,5,3,Medium
E0936,IT,Junior,2.7,40.3,4.2,1.7,172,1,3,3,Low
E0937,Marketing,Mid,0.9,45.3,4.4,2.1,199,2,3,4,Low
E0938,IT,Senior,4.4,51.9,10.1,4.4,39,2,4,3,Medium
E0939,Marketing,Mid,3.7,47.2,3.4,2.6,233,0,3,3,Low
E0940,IT,Junior,3.3,48.3,10.0,1.2,165,1,4,2,Medium
E0941,Sales,Junior,6.4,48.1,8.4,2.7,99,5,4,4,Medium
E0942,Operations,Mid,5.4,41.6,3.1,3.8,44,0,3,4,Low
E0943,IT,Mid,1.0,52.4,13.8,0.8,201,1,5,3,High
E0944,Sales,Junior,3.8,46.5,7.4,1.5,68,2,4,4,Low
E0945,Sales,Lead,1.2,43.0,4.1,3.3,144,1,3,4,Low
E0946,IT,Manager,2.5,50.4,12.8,3.0,97,4,3,3,Medium
E0947,Operations,Junior,1.1,47.1,7.6,1.4,131,2,3,4,Low
E0948,Operations,Manager,1.2,51.2,15.4,2.3,231,2,5,2,High
E0949,Operations,Junior,4.8,43.0,5.2,2.8,86,3,4,3,Medium
E0950,Sales,Manager,4.4,57.2,15.3,2.6,273,2,5,2,High
E0951,HR,Manager,3.5,55.2,9.2,3.1,171,3,4,3,High
E0952,IT,Junior,2.3,38.1,2.7,2.5,59,2,3,5,Low
E0953,IT,Senior,1.1,39.7,4.8,2.5,52,1,2,4,Low
E0954,IT,Manager,2.5,51.0,17.5,2.5,124,1,5,2,High
E0955,Marketing,Lead,4.4,50.9,14.3,1.9,140,5,4,2,High
E0956,Operations,Manager,4.4,52.7,12.8,3.1,273,1,5,2,High
E0957,Operations,Senior,8.9,53.6,15.0,1.9,291,4,5,2,High
E0958,HR,Junior,8.0,46.3,7.7,1.9,97,0,3,4,Low
E0959,HR,Lead,3.7,49.5,10.2,1.9,99,3,4,3,Medium
E0960,HR,Senior,2.5,39.4,2.4,3.2,161,4,3,3,Medium
E0961,HR,Senior,1.9,49.3,12.9,2.6,193,2,5,1,High
E0962,Sales,Mid,0.9,47.7,10.1,2.7,234,3,4,2,High
E0963,IT,Senior,1.3,42.1,9.0,3.7,232,2,5,3,High
E0964,IT,Junior,4.4,40.4,5.3,1.3,75,1,3,4,Low
E0965,Marketing,Senior,5.6,43.5,9.0,1.9,59,2,3,4,Low
E0966,HR,Junior,2.9,41.8,0.0,1.3,141,4,3,4,Low
E0967,Marketing,Senior,15.2,49.1,10.8,2.3,149,1,5,4,Medium
E0968,IT,Lead,1.4,48.1,8.2,2.9,42,3,3,4,Low
E0969,Finance,Mid,0.8,41.0,8.5,1.4,52,1,3,4,Low
E0970,IT,Mid,15.0,40.7,6.9,0.5,154,2,3,3,Low
E0971,IT,Mid,1.0,48.0,7.9,1.7,117,7,3,3,Medium
E0972,IT,Manager,2.9,39.4,10.0,3.6,168,3,5,4,High
E0973,IT,Senior,2.0,51.3,9.9,2.6,66,5,4,3,Medium
E0974,Marketing,Mid,4.7,45.6,14.1,3.1,184,0,5,3,High
E0975,Sales,Junior,2.7,52.3,12.5,3.7,167,2,5,2,High
E0976,Finance,Junior,5.6,42.9,7.4,2.3,171,4,3,4,Medium
E0977,HR,Mid,6.5,46.3,4.4,3.2,87,2,3,3,Low
E0978,Sales,Manager,0.9,61.8,15.4,4.4,119,2,5,1,High
E0979,HR,Senior,1.8,41.3,10.5,3.9,72,1,5,3,Medium
E0980,IT,Junior,6.0,45.4,4.7,3.2,99,2,4,2,Low
E0981,Marketing,Lead,7.4,41.6,9.2,3.8,195,5,5,2,High
E0982,Operations,Mid,4.1,40.9,0.2,2.7,211,0,4,5,Low
E0983,Operations,Lead,4.9,51.2,15.0,2.8,95,1,4,3,Medium
E0984,HR,Mid,9.2,50.4,12.8,2.1,153,5,4,2,High
E0985,IT,Senior,2.7,45.6,10.8,2.2,263,5,5,2,High
E0986,Marketing,Manager,4.1,43.5,2.0,3.8,258,2,4,3,Medium
E0987,Sales,Mid,8.0,43.7,10.4,2.0,111,2,5,4,Low
E0988,IT,Senior,8.4,48.9,6.9,2.3,211,2,3,3,Medium
E0989,Sales,Manager,3.4,45.9,9.3,1.9,204,2,4,3,Medium
E0990,Operations,Junior,1.9,42.7,9.0,3.1,197,1,5,2,High
E0991,Finance,Junior,3.3,50.0,7.0,1.5,50,3,3,5,Low
E0992,Operations,Senior,3.6,45.0,7.0,2.9,88,2,3,4,Low
E0993,Operations,Mid,1.8,49.2,4.9,3.3,107,1,3,4,Low
E0994,IT,Junior,2.1,50.1,8.5,1.9,113,1,4,3,Medium
E0995,Marketing,Mid,8.4,41.1,4.9,3.3,110,3,3,3,Low
E0996,Sales,Senior,5.1,43.4,5.1,2.0,287,5,3,2,Medium
E0997,Finance,Mid,2.9,44.5,5.7,4.0,103,6,4,3,Medium
E0998,IT,Mid,1.4,52.6,10.4,3.0,163,3,5,4,Medium
E0999,Marketing,Lead,2.1,48.0,8.8,3.2,148,2,5,3,Medium
E1000,Sales,Mid,0.7,41.9,2.3,3.7,101,1,4,3,Medium
